city,zcta,pct_fully_vaccinated,pct_partially_vaccinated,pct_ge1_dose,date_of_access,source,geo_level
Houston,77062,51.71,5.93,57.63,2021-07-29,LHD,city
Houston,77063,43.27,7.39,50.67,2021-07-29,LHD,city
Houston,77064,45.4,7.52,52.91,2021-07-29,LHD,city
Houston,77065,42.98,7.19,50.17,2021-07-29,LHD,city
Houston,77066,43.04,7.29,50.34,2021-07-29,LHD,city
Houston,77067,29.68,6.33,36,2021-07-29,LHD,city
Houston,77068,47.59,7.41,55,2021-07-29,LHD,city
Houston,77069,46.91,6.64,53.55,2021-07-29,LHD,city
Houston,77070,44.93,7.39,52.32,2021-07-29,LHD,city
Houston,77071,43.43,6.86,50.28,2021-07-29,LHD,city
Houston,77072,42.84,7.43,50.27,2021-07-29,LHD,city
Houston,77073,40.02,7.73,47.75,2021-07-29,LHD,city
Houston,77074,37.32,7.73,45.05,2021-07-29,LHD,city
Houston,77075,38.06,6.43,44.49,2021-07-29,LHD,city
Houston,77076,31.34,7.18,38.52,2021-07-29,LHD,city
Houston,77077,53.71,8.38,62.08,2021-07-29,LHD,city
Houston,77078,31.37,6.54,37.92,2021-07-29,LHD,city
Houston,77079,57.88,8.48,66.36,2021-07-29,LHD,city
Houston,77080,38.43,7.7,46.13,2021-07-29,LHD,city
Houston,77081,30.58,7.21,37.78,2021-07-29,LHD,city
Houston,77082,45.46,7.65,53.11,2021-07-29,LHD,city
Houston,77083,48.38,7.73,56.1,2021-07-29,LHD,city
Houston,77084,44.52,7.72,52.24,2021-07-29,LHD,city
Houston,77085,45.12,6.85,51.97,2021-07-29,LHD,city
Houston,77086,38.91,8.25,47.16,2021-07-29,LHD,city
Houston,77087,39.51,7.46,46.97,2021-07-29,LHD,city
Houston,77088,36.42,7.5,43.92,2021-07-29,LHD,city
Houston,77089,53.42,7.6,61.03,2021-07-29,LHD,city
Houston,77090,28.61,6.06,34.67,2021-07-29,LHD,city
Houston,77091,33.43,7.92,41.35,2021-07-29,LHD,city
Houston,77092,38.01,8.86,46.87,2021-07-29,LHD,city
Houston,77093,33.29,7.54,40.82,2021-07-29,LHD,city
Houston,77094,66.22,9.95,76.17,2021-07-29,LHD,city
Houston,77095,47.48,7.17,54.65,2021-07-29,LHD,city
Houston,77096,52.7,7.56,60.26,2021-07-29,LHD,city
Houston,77098,84.13,11.25,95.38,2021-07-29,LHD,city
Houston,77099,40.9,6.79,47.69,2021-07-29,LHD,city
Houston,77336,30.47,5.37,35.84,2021-07-29,LHD,city
Houston,77338,38.41,8.1,46.51,2021-07-29,LHD,city
Houston,77339,46.27,7.33,53.6,2021-07-29,LHD,city
Houston,77345,49.37,6.63,56,2021-07-29,LHD,city
Houston,77346,44.85,6.9,51.76,2021-07-29,LHD,city
Houston,77373,38.1,7.1,45.21,2021-07-29,LHD,city
Houston,77379,50.22,6.96,57.18,2021-07-29,LHD,city
Houston,77380,72.81,13.61,86.41,2021-07-29,LHD,city
Houston,77386,46.29,7.41,53.7,2021-07-29,LHD,city
Houston,77388,44.36,6.97,51.34,2021-07-29,LHD,city
Houston,77396,37.04,6.93,43.97,2021-07-29,LHD,city
Houston,77407,65.51,9.88,75.39,2021-07-29,LHD,city
Houston,77449,42.34,7.35,49.69,2021-07-29,LHD,city
Houston,77450,50.96,8.05,59.02,2021-07-29,LHD,city
Houston,77489,44.8,7.19,51.99,2021-07-29,LHD,city
Houston,77494,63.26,9.71,72.98,2021-07-29,LHD,city
Houston,77503,36.55,5.75,42.3,2021-07-29,LHD,city
Houston,77504,36.54,6.12,42.65,2021-07-29,LHD,city
Houston,77506,29.92,5.99,35.92,2021-07-29,LHD,city
Houston,77520,35.21,6.42,41.63,2021-07-29,LHD,city
Houston,77532,34.21,6.04,40.26,2021-07-29,LHD,city
Houston,77536,39.26,6.72,45.97,2021-07-29,LHD,city
Houston,77546,50.11,5.24,55.36,2021-07-29,LHD,city
Houston,77547,34.19,8.16,42.35,2021-07-29,LHD,city
Houston,77571,36.99,6.05,43.04,2021-07-29,LHD,city
Houston,77598,36.12,5.63,41.75,2021-07-29,LHD,city
San Antonio,78023,53.13,6.67,59.8,2021-07-29,LHD,city
San Antonio,78073,40.71,7.72,48.43,2021-07-29,LHD,city
San Antonio,78109,48.2,8.53,56.73,2021-07-29,LHD,city
San Antonio,78112,38.89,8.51,47.39,2021-07-29,LHD,city
San Antonio,78201,41.82,7.63,49.45,2021-07-29,LHD,city
San Antonio,78202,39.47,8.22,47.68,2021-07-29,LHD,city
San Antonio,78203,40.26,8.07,48.33,2021-07-29,LHD,city
San Antonio,78204,54.97,10.43,65.4,2021-07-29,LHD,city
San Antonio,78205,100,100,100,2021-07-29,LHD,city
San Antonio,78207,34.61,7.46,42.07,2021-07-29,LHD,city
San Antonio,78208,33.81,6.25,40.06,2021-07-29,LHD,city
San Antonio,78209,57.68,7.67,65.35,2021-07-29,LHD,city
San Antonio,78210,41.59,7.37,48.96,2021-07-29,LHD,city
San Antonio,78211,37.35,7.99,45.34,2021-07-29,LHD,city
San Antonio,78212,50.75,8.52,59.27,2021-07-29,LHD,city
San Antonio,78213,44.17,7.66,51.82,2021-07-29,LHD,city
San Antonio,78214,36.86,7.05,43.9,2021-07-29,LHD,city
San Antonio,78215,79.07,11.73,90.81,2021-07-29,LHD,city
San Antonio,78216,55.87,14.63,70.5,2021-07-29,LHD,city
San Antonio,78217,43.63,7.15,50.78,2021-07-29,LHD,city
San Antonio,78218,40.73,7.53,48.27,2021-07-29,LHD,city
San Antonio,78219,32.96,6.38,39.34,2021-07-29,LHD,city
San Antonio,78220,40.31,8.91,49.22,2021-07-29,LHD,city
San Antonio,78221,40.64,7.85,48.48,2021-07-29,LHD,city
San Antonio,78222,38.17,7.31,45.48,2021-07-29,LHD,city
San Antonio,78223,41.95,7.93,49.87,2021-07-29,LHD,city
San Antonio,78224,39.19,8.63,47.82,2021-07-29,LHD,city
San Antonio,78225,39.54,7.09,46.63,2021-07-29,LHD,city
San Antonio,78226,34.25,7.24,41.49,2021-07-29,LHD,city
San Antonio,78227,35.35,7.63,42.97,2021-07-29,LHD,city
San Antonio,78228,42.69,7.88,50.57,2021-07-29,LHD,city
San Antonio,78229,45.22,7.96,53.18,2021-07-29,LHD,city
San Antonio,78230,56.47,8.93,65.4,2021-07-29,LHD,city
San Antonio,78231,61.38,8.63,70.01,2021-07-29,LHD,city
San Antonio,78232,50.63,6.93,57.56,2021-07-29,LHD,city
San Antonio,78233,40.6,7.04,47.64,2021-07-29,LHD,city
San Antonio,78234,7.33,1.83,9.16,2021-07-29,LHD,city
San Antonio,78235,56.3,11.52,67.82,2021-07-29,LHD,city
San Antonio,78237,38.22,7.65,45.87,2021-07-29,LHD,city
San Antonio,78238,45.78,8.23,54.02,2021-07-29,LHD,city
San Antonio,78239,47.57,7.76,55.33,2021-07-29,LHD,city
San Antonio,78240,47.4,7.12,54.52,2021-07-29,LHD,city
San Antonio,78242,35.13,7.56,42.69,2021-07-29,LHD,city
San Antonio,78244,41.48,7.8,49.28,2021-07-29,LHD,city
San Antonio,78245,48.44,8.73,57.18,2021-07-29,LHD,city
San Antonio,78247,45.6,6.48,52.08,2021-07-29,LHD,city
San Antonio,78248,63.79,8.08,71.86,2021-07-29,LHD,city
San Antonio,78249,47.68,7.54,55.22,2021-07-29,LHD,city
San Antonio,78250,43.47,6.7,50.17,2021-07-29,LHD,city
San Antonio,78251,41.71,7.04,48.75,2021-07-29,LHD,city
San Antonio,78252,55.77,11.53,67.31,2021-07-29,LHD,city
San Antonio,78254,57.4,8.89,66.29,2021-07-29,LHD,city
San Antonio,78255,69.91,9.05,78.96,2021-07-29,LHD,city
San Antonio,78256,68.14,9.65,77.8,2021-07-29,LHD,city
San Antonio,78257,100,22.84,100,2021-07-29,LHD,city
San Antonio,78258,75.52,11.96,87.49,2021-07-29,LHD,city
San Antonio,78259,59.8,8.44,68.24,2021-07-29,LHD,city
San Antonio,78260,79.14,11.63,90.76,2021-07-29,LHD,city
San Antonio,78264,50.68,11.24,61.92,2021-07-29,LHD,city
San Antonio,78266,54.82,6.34,61.16,2021-07-29,LHD,city
Phoenix,85003,,,70.41,2021-07-29,LHD,county
Phoenix,85004,,,78.13,2021-07-29,LHD,county
Phoenix,85006,,,34.21,2021-07-29,LHD,county
Phoenix,85007,,,47.36,2021-07-29,LHD,county
Phoenix,85008,,,33.81,2021-07-29,LHD,county
Phoenix,85009,,,31.24,2021-07-29,LHD,county
Phoenix,85012,,,81.17,2021-07-29,LHD,county
Phoenix,85013,,,61.24,2021-07-29,LHD,county
Phoenix,85014,,,47.06,2021-07-29,LHD,county
Phoenix,85015,,,34.68,2021-07-29,LHD,county
Phoenix,85016,,,56.06,2021-07-29,LHD,county
Phoenix,85017,,,28.13,2021-07-29,LHD,county
Phoenix,85018,,,54.1,2021-07-29,LHD,county
Phoenix,85019,,,31.52,2021-07-29,LHD,county
Phoenix,85020,,,51.23,2021-07-29,LHD,county
Phoenix,85021,,,43.67,2021-07-29,LHD,county
Phoenix,85022,,,44.67,2021-07-29,LHD,county
Phoenix,85023,,,41.04,2021-07-29,LHD,county
Phoenix,85024,,,47.82,2021-07-29,LHD,county
Phoenix,85027,,,39.48,2021-07-29,LHD,county
Phoenix,85028,,,64.51,2021-07-29,LHD,county
Phoenix,85029,,,34.75,2021-07-29,LHD,county
Phoenix,85031,,,29.2,2021-07-29,LHD,county
Phoenix,85032,,,40.76,2021-07-29,LHD,county
Phoenix,85033,,,27.25,2021-07-29,LHD,county
Phoenix,85034,,,61.55,2021-07-29,LHD,county
Phoenix,85035,,,25.34,2021-07-29,LHD,county
Phoenix,85037,,,32.79,2021-07-29,LHD,county
Phoenix,85040,,,31,2021-07-29,LHD,county
Phoenix,85041,,,38.14,2021-07-29,LHD,county
Phoenix,85042,,,39.86,2021-07-29,LHD,county
Phoenix,85043,,,31.39,2021-07-29,LHD,county
Phoenix,85044,,,52.37,2021-07-29,LHD,county
Phoenix,85045,,,93.55,2021-07-29,LHD,county
Phoenix,85048,,,52.43,2021-07-29,LHD,county
Phoenix,85050,,,58.19,2021-07-29,LHD,county
Phoenix,85051,,,33.75,2021-07-29,LHD,county
Phoenix,85053,,,35.01,2021-07-29,LHD,county
Phoenix,85054,,,64.55,2021-07-29,LHD,county
Phoenix,85083,,,50.21,2021-07-29,LHD,county
Phoenix,85085,,,55.67,2021-07-29,LHD,county
Phoenix,85086,,,44.26,2021-07-29,LHD,county
Phoenix,85087,,,44.49,2021-07-29,LHD,county
Phoenix,85254,,,59.1,2021-07-29,LHD,county
Phoenix,85304,,,41.44,2021-07-29,LHD,county
Phoenix,85306,,,34.74,2021-07-29,LHD,county
Phoenix,85307,,,31.33,2021-07-29,LHD,county
Phoenix,85308,,,46.73,2021-07-29,LHD,county
Phoenix,85310,,,45.33,2021-07-29,LHD,county
Phoenix,85331,,,56.81,2021-07-29,LHD,county
Phoenix,85339,,,38.39,2021-07-29,LHD,county
Phoenix,85353,,,34.99,2021-07-29,LHD,county
