city,date,new_cases_raw,new_cases_7dayMA,new_deaths_raw,new_deaths_7dayMA,new_hosp_raw,new_hosp_7dayMA,date_of_access,source,geo_level
Baltimore,2020-03-23,7,4,,,,,2021-09-09,LHD,county
Baltimore,2020-03-26,19,9,,,,,2021-09-09,LHD,county
Baltimore,2020-03-29,17,15,,,,,2021-09-09,LHD,county
Baltimore,2020-04-01,34,24,,,,,2021-09-09,LHD,county
Baltimore,2020-04-04,30,33,,,,,2021-09-09,LHD,county
Baltimore,2020-04-07,24,39,,,,,2021-09-09,LHD,county
Baltimore,2020-04-10,51,54,4,2,,,2021-09-09,LHD,county
Baltimore,2020-04-13,61,63,2,3,,,2021-09-09,LHD,county
Baltimore,2020-04-16,100,75,,,,,2021-09-09,LHD,county
Baltimore,2020-04-19,14,83,6,3,,,2021-09-09,LHD,county
Baltimore,2020-04-22,60,77,,,,,2021-09-09,LHD,county
Baltimore,2020-04-25,63,59,7,5,,,2021-09-09,LHD,county
Baltimore,2020-04-28,44,62,1,4,,,2021-09-09,LHD,county
Baltimore,2020-05-01,94,62,2,6,,,2021-09-09,LHD,county
Baltimore,2020-05-04,92,68,0,5,,,2021-09-09,LHD,county
Baltimore,2020-05-07,104,113,9,5,,,2021-09-09,LHD,county
Baltimore,2020-05-10,109,143,6,6,,,2021-09-09,LHD,county
Baltimore,2020-05-13,72,103,8,7,,,2021-09-09,LHD,county
Baltimore,2020-05-16,113,73,9,5,,,2021-09-09,LHD,county
Baltimore,2020-05-19,172,85,2,5,,,2021-09-09,LHD,county
Baltimore,2020-05-22,153,127,3,4,,,2021-09-09,LHD,county
Baltimore,2020-05-25,106,151,3,4,,,2021-09-09,LHD,county
Baltimore,2020-05-28,149,123,4,3,,,2021-09-09,LHD,county
Baltimore,2020-05-31,100,126,4,4,,,2021-09-09,LHD,county
Baltimore,2020-06-03,113,107,3,4,,,2021-09-09,LHD,county
Baltimore,2020-06-06,103,82,4,3,,,2021-09-09,LHD,county
Baltimore,2020-06-09,59,95,5,3,,,2021-09-09,LHD,county
Baltimore,2020-06-12,50,74,2,3,,,2021-09-09,LHD,county
Baltimore,2020-06-15,58,64,1,3,,,2021-09-09,LHD,county
Baltimore,2020-06-18,40,57,2,2,,,2021-09-09,LHD,county
Baltimore,2020-06-21,60,52,0,2,,,2021-09-09,LHD,county
Baltimore,2020-06-24,62,49,6,2,,,2021-09-09,LHD,county
Baltimore,2020-06-27,64,53,3,3,,,2021-09-09,LHD,county
Baltimore,2020-06-30,48,57,1,2,,,2021-09-09,LHD,county
Baltimore,2020-07-03,88,70,2,2,,,2021-09-09,LHD,county
Baltimore,2020-07-06,63,66,5,2,,,2021-09-09,LHD,county
Baltimore,2020-07-09,84,65,2,2,,,2021-09-09,LHD,county
Baltimore,2020-07-12,122,85,1,3,,,2021-09-09,LHD,county
Baltimore,2020-07-15,146,109,2,2,,,2021-09-09,LHD,county
Baltimore,2020-07-18,143,131,4,2,,,2021-09-09,LHD,county
Baltimore,2020-07-21,139,136,5,3,,,2021-09-09,LHD,county
Baltimore,2020-07-24,159,123,3,3,,,2021-09-09,LHD,county
Baltimore,2020-07-27,226,153,1,2,,,2021-09-09,LHD,county
Baltimore,2020-07-30,178,166,2,2,,,2021-09-09,LHD,county
Baltimore,2020-08-02,171,175,4,2,,,2021-09-09,LHD,county
Baltimore,2020-08-05,109,161,4,2,,,2021-09-09,LHD,county
Baltimore,2020-08-08,136,138,5,3,,,2021-09-09,LHD,county
Baltimore,2020-08-11,189,150,1,2,,,2021-09-09,LHD,county
Baltimore,2020-08-14,147,139,3,2,,,2021-09-09,LHD,county
Baltimore,2020-08-17,82,115,1,2,,,2021-09-09,LHD,county
Baltimore,2020-08-20,65,92,1,1,,,2021-09-09,LHD,county
Baltimore,2020-08-23,84,79,0,1,,,2021-09-09,LHD,county
Baltimore,2020-08-26,62,76,0,1,,,2021-09-09,LHD,county
Baltimore,2020-08-29,71,69,2,1,,,2021-09-09,LHD,county
Baltimore,2020-09-01,57,61,,,,,2021-09-09,LHD,county
Baltimore,2020-09-04,66,54,2,1,,,2021-09-09,LHD,county
Baltimore,2020-09-07,128,69,0,1,,,2021-09-09,LHD,county
Baltimore,2020-09-10,55,67,0,1,,,2021-09-09,LHD,county
Baltimore,2020-09-13,71,60,1,1,,,2021-09-09,LHD,county
Baltimore,2020-09-19,27,3,2,1,,,2021-09-09,LHD,county
Baltimore,2020-09-25,57,36,2,1,,,2021-09-09,LHD,county
Baltimore,2020-09-28,57,46,0,1,,,2021-09-09,LHD,county
Baltimore,2020-10-01,164,60,0,0,,,2021-09-09,LHD,county
Baltimore,2020-10-04,56,61,0,0,,,2021-09-09,LHD,county
Baltimore,2020-10-07,44,67,2,0,,,2021-09-09,LHD,county
Baltimore,2020-10-10,36,70,0,1,,,2021-09-09,LHD,county
Baltimore,2020-10-13,35,70,1,1,,,2021-09-09,LHD,county
Baltimore,2020-10-16,34,47,,,,,2021-09-09,LHD,county
Baltimore,2020-10-19,64,57,0,0,,,2021-09-09,LHD,county
Baltimore,2020-10-22,79,62,,,,,2021-09-09,LHD,county
Baltimore,2020-10-25,128,85,0,1,,,2021-09-09,LHD,county
Baltimore,2020-10-28,83,95,1,1,,,2021-09-09,LHD,county
Baltimore,2020-10-31,126,95,0,0,,,2021-09-09,LHD,county
Baltimore,2020-11-03,81,102,2,1,,,2021-09-09,LHD,county
Baltimore,2020-11-06,214,139,2,1,,,2021-09-09,LHD,county
Baltimore,2020-11-09,162,164,2,2,,,2021-09-09,LHD,county
Baltimore,2020-11-12,238,199,1,1,,,2021-09-09,LHD,county
Baltimore,2020-11-15,267,220,4,2,,,2021-09-09,LHD,county
Baltimore,2020-11-18,223,234,1,2,,,2021-09-09,LHD,county
Baltimore,2020-11-21,456,285,5,2,,,2021-09-09,LHD,county
Baltimore,2020-11-24,155,272,2,2,,,2021-09-09,LHD,county
Baltimore,2020-11-27,273,278,4,4,,,2021-09-09,LHD,county
Baltimore,2020-11-30,212,227,2,3,,,2021-09-09,LHD,county
Baltimore,2020-12-03,264,227,4,4,,,2021-09-09,LHD,county
Baltimore,2020-12-06,242,269,3,4,,,2021-09-09,LHD,county
Baltimore,2020-12-09,304,270,,,,,2021-09-09,LHD,county
Baltimore,2020-12-12,332,263,1,4,,,2021-09-09,LHD,county
Baltimore,2020-12-15,137,259,,,,,2021-09-09,LHD,county
Baltimore,2020-12-18,167,222,8,4,,,2021-09-09,LHD,county
Baltimore,2020-12-21,247,187,4,6,,,2021-09-09,LHD,county
Baltimore,2020-12-24,210,205,11,7,,,2021-09-09,LHD,county
Baltimore,2020-12-27,165,207,2,4,,,2021-09-09,LHD,county
Baltimore,2020-12-30,189,176,2,3,,,2021-09-09,LHD,county
Baltimore,2021-01-02,221,217,5,4,,,2021-09-09,LHD,county
Baltimore,2021-01-05,186,224,1,4,,,2021-09-09,LHD,county
Baltimore,2021-01-08,313,231,7,5,,,2021-09-09,LHD,county
Baltimore,2021-01-11,279,271,,,,,2021-09-09,LHD,county
Baltimore,2021-01-14,229,242,4,3,,,2021-09-09,LHD,county
Baltimore,2021-01-17,205,213,,,,,2021-09-09,LHD,county
Baltimore,2021-01-20,114,197,0,4,,,2021-09-09,LHD,county
Baltimore,2021-01-23,235,183,1,3,,,2021-09-09,LHD,county
Baltimore,2021-01-26,64,164,3,3,,,2021-09-09,LHD,county
Baltimore,2021-01-29,161,167,8,4,,,2021-09-09,LHD,county
Baltimore,2021-02-01,73,143,2,4,,,2021-09-09,LHD,county
Baltimore,2021-02-04,117,121,0,3,,,2021-09-09,LHD,county
Baltimore,2021-02-07,149,112,4,2,,,2021-09-09,LHD,county
Baltimore,2021-02-10,116,119,2,3,,,2021-09-09,LHD,county
Baltimore,2021-02-13,92,109,2,3,,,2021-09-09,LHD,county
Baltimore,2021-02-16,55,92,1,2,,,2021-09-09,LHD,county
Baltimore,2021-02-19,68,64,2,2,,,2021-09-09,LHD,county
Baltimore,2021-02-22,60,57,0,1,,,2021-09-09,LHD,county
Baltimore,2021-02-25,104,73,11,3,,,2021-09-09,LHD,county
Baltimore,2021-02-28,98,80,,,,,2021-09-09,LHD,county
Baltimore,2021-03-03,59,72,4,3,,,2021-09-09,LHD,county
Baltimore,2021-03-06,89,73,,,,,2021-09-09,LHD,county
Baltimore,2021-03-09,47,81,0,1,,,2021-09-09,LHD,county
Baltimore,2021-03-12,133,98,2,2,,,2021-09-09,LHD,county
Baltimore,2021-03-15,92,116,0,1,,,2021-09-09,LHD,county
Baltimore,2021-03-18,194,135,3,2,,,2021-09-09,LHD,county
Baltimore,2021-03-21,186,145,1,3,,,2021-09-09,LHD,county
Baltimore,2021-03-24,186,160,2,3,,,2021-09-09,LHD,county
Baltimore,2021-03-27,204,176,4,2,,,2021-09-09,LHD,county
Baltimore,2021-03-30,153,203,1,2,,,2021-09-09,LHD,county
Baltimore,2021-04-02,228,217,3,1,,,2021-09-09,LHD,county
Baltimore,2021-04-05,165,227,0,1,,,2021-09-09,LHD,county
Baltimore,2021-04-08,249,233,3,2,,,2021-09-09,LHD,county
Baltimore,2021-04-11,297,244,,,,,2021-09-09,LHD,county
Baltimore,2021-04-14,296,256,6,4,,,2021-09-09,LHD,county
Baltimore,2021-04-17,306,259,2,3,,,2021-09-09,LHD,county
Baltimore,2021-04-20,154,237,3,2,,,2021-09-09,LHD,county
Baltimore,2021-04-23,183,196,4,3,,,2021-09-09,LHD,county
Baltimore,2021-04-26,112,167,0,3,,,2021-09-09,LHD,county
Baltimore,2021-04-29,139,144,2,2,,,2021-09-09,LHD,county
Baltimore,2021-05-02,121,128,1,3,,,2021-09-09,LHD,county
Baltimore,2021-05-05,108,122,8,4,,,2021-09-09,LHD,county
Baltimore,2021-05-08,84,106,4,4,,,2021-09-09,LHD,county
Baltimore,2021-05-11,46,91,1,3,,,2021-09-09,LHD,county
Baltimore,2021-05-14,50,66,7,3,,,2021-09-09,LHD,county
Baltimore,2021-05-17,40,55,0,3,,,2021-09-09,LHD,county
Baltimore,2021-05-20,33,41,2,4,,,2021-09-09,LHD,county
Baltimore,2021-05-23,45,51,2,4,,,2021-09-09,LHD,county
Baltimore,2021-05-26,10,50,2,4,,,2021-09-09,LHD,county
Baltimore,2021-05-29,23,28,1,16,,,2021-09-09,LHD,county
Baltimore,2021-06-01,13,17,0,14,,,2021-09-09,LHD,county
Baltimore,2021-06-04,30,15,2,1,,,2021-09-09,LHD,county
Baltimore,2021-06-07,12,14,0,1,,,2021-09-09,LHD,county
Baltimore,2021-06-10,14,16,0,1,,,2021-09-09,LHD,county
Baltimore,2021-06-13,13,12,0,1,,,2021-09-09,LHD,county
Baltimore,2021-06-16,11,11,4,1,,,2021-09-09,LHD,county
Baltimore,2021-06-19,9,9,2,1,,,2021-09-09,LHD,county
Baltimore,2021-06-22,7,9,0,1,,,2021-09-09,LHD,county
Baltimore,2021-06-25,5,6,0,1,,,2021-09-09,LHD,county
Baltimore,2021-06-28,4,6,0,1,,,2021-09-09,LHD,county
Baltimore,2021-07-01,7,6,2,1,,,2021-09-09,LHD,county
Baltimore,2021-07-04,6,4,1,1,,,2021-09-09,LHD,county
Baltimore,2021-07-07,7,5,2,1,,,2021-09-09,LHD,county
Baltimore,2021-07-10,7,10,0,1,,,2021-09-09,LHD,county
Baltimore,2021-07-13,5,10,1,1,,,2021-09-09,LHD,county
Baltimore,2021-07-16,20,8,0,1,,,2021-09-09,LHD,county
Baltimore,2021-07-19,8,10,0,1,,,2021-09-09,LHD,county
Baltimore,2021-07-22,18,18,0,0,,,2021-09-09,LHD,county
Baltimore,2021-07-25,42,23,0,1,,,2021-09-09,LHD,county
Baltimore,2021-07-28,27,26,0,0,,,2021-09-09,LHD,county
Baltimore,2021-07-31,49,40,0,0,,,2021-09-09,LHD,county
Baltimore,2021-08-03,32,43,0,0,,,2021-09-09,LHD,county
Baltimore,2021-08-06,72,52,0,0,,,2021-09-09,LHD,county
Baltimore,2021-08-09,63,65,0,0,,,2021-09-09,LHD,county
Baltimore,2021-08-12,98,76,2,0,,,2021-09-09,LHD,county
Baltimore,2021-08-15,85,79,0,0,,,2021-09-09,LHD,county
Baltimore,2021-08-18,77,79,0,1,,,2021-09-09,LHD,county
Baltimore,2021-08-21,81,74,0,1,,,2021-09-09,LHD,county
Baltimore,2021-08-24,56,74,1,1,,,2021-09-09,LHD,county
Baltimore,2021-08-27,127,86,1,1,,,2021-09-09,LHD,county
Baltimore,2021-08-30,84,92,0,1,,,2021-09-09,LHD,county
Baltimore,2021-09-02,66,96,1,1,,,2021-09-09,LHD,county
Baltimore,2021-09-05,69,88,0,1,,,2021-09-09,LHD,county
Baltimore,2021-09-08,17,73,2,1,,,2021-09-09,LHD,county
Baltimore,2020-09-16,,,2,1,,,2021-09-09,LHD,county
Chicago,2020-03-08,3,1,0,0,7,3,2021-09-07,LHD,city
Chicago,2020-03-11,13,6,0,0,7,5,2021-09-07,LHD,city
Chicago,2020-03-14,31,17,0,0,9,7,2021-09-07,LHD,city
Chicago,2020-03-17,96,44,1,0,24,13,2021-09-07,LHD,city
Chicago,2020-03-20,155,106,0,1,52,28,2021-09-07,LHD,city
Chicago,2020-03-23,290,168,3,2,100,54,2021-09-07,LHD,city
Chicago,2020-03-26,413,267,2,2,131,94,2021-09-07,LHD,city
Chicago,2020-03-29,282,336,20,6,130,127,2021-09-07,LHD,city
Chicago,2020-04-01,462,391,24,12,181,149,2021-09-07,LHD,city
Chicago,2020-04-04,327,415,22,19,159,160,2021-09-07,LHD,city
Chicago,2020-04-07,556,446,25,23,193,173,2021-09-07,LHD,city
Chicago,2020-04-10,571,516,32,27,155,168,2021-09-07,LHD,city
Chicago,2020-04-13,694,549,33,31,153,157,2021-09-07,LHD,city
Chicago,2020-04-16,678,568,31,32,152,150,2021-09-07,LHD,city
Chicago,2020-04-19,459,634,35,35,158,155,2021-09-07,LHD,city
Chicago,2020-04-22,1057,767,45,38,145,159,2021-09-07,LHD,city
Chicago,2020-04-25,632,936,38,41,117,158,2021-09-07,LHD,city
Chicago,2020-04-28,1324,1021,56,45,174,153,2021-09-07,LHD,city
Chicago,2020-05-01,1169,1020,39,43,139,151,2021-09-07,LHD,city
Chicago,2020-05-04,1120,1032,48,46,127,153,2021-09-07,LHD,city
Chicago,2020-05-07,938,925,49,47,142,143,2021-09-07,LHD,city
Chicago,2020-05-10,307,839,38,48,100,122,2021-09-07,LHD,city
Chicago,2020-05-13,875,789,45,45,124,116,2021-09-07,LHD,city
Chicago,2020-05-16,514,772,28,41,102,117,2021-09-07,LHD,city
Chicago,2020-05-19,890,757,27,38,100,111,2021-09-07,LHD,city
Chicago,2020-05-22,724,710,36,33,92,101,2021-09-07,LHD,city
Chicago,2020-05-25,252,578,23,29,78,94,2021-09-07,LHD,city
Chicago,2020-05-28,524,497,22,27,70,81,2021-09-07,LHD,city
Chicago,2020-05-31,121,424,22,22,39,62,2021-09-07,LHD,city
Chicago,2020-06-03,280,300,21,22,51,54,2021-09-07,LHD,city
Chicago,2020-06-06,170,244,20,20,38,45,2021-09-07,LHD,city
Chicago,2020-06-09,254,249,23,19,38,39,2021-09-07,LHD,city
Chicago,2020-06-12,248,213,21,17,24,33,2021-09-07,LHD,city
Chicago,2020-06-15,235,198,20,17,31,29,2021-09-07,LHD,city
Chicago,2020-06-18,185,187,14,17,29,27,2021-09-07,LHD,city
Chicago,2020-06-21,48,178,11,15,16,27,2021-09-07,LHD,city
Chicago,2020-06-24,245,182,9,11,25,26,2021-09-07,LHD,city
Chicago,2020-06-27,130,192,5,9,15,23,2021-09-07,LHD,city
Chicago,2020-06-30,265,214,3,8,27,25,2021-09-07,LHD,city
Chicago,2020-07-03,176,212,5,6,29,25,2021-09-07,LHD,city
Chicago,2020-07-06,283,200,5,6,31,24,2021-09-07,LHD,city
Chicago,2020-07-09,288,221,8,5,29,25,2021-09-07,LHD,city
Chicago,2020-07-12,97,259,4,5,15,25,2021-09-07,LHD,city
Chicago,2020-07-15,268,259,7,5,23,25,2021-09-07,LHD,city
Chicago,2020-07-18,132,255,4,4,15,23,2021-09-07,LHD,city
Chicago,2020-07-21,291,258,1,3,31,24,2021-09-07,LHD,city
Chicago,2020-07-24,347,278,3,3,26,26,2021-09-07,LHD,city
Chicago,2020-07-27,363,277,1,4,19,25,2021-09-07,LHD,city
Chicago,2020-07-30,341,297,3,4,17,20,2021-09-07,LHD,city
Chicago,2020-08-02,96,302,3,3,21,20,2021-09-07,LHD,city
Chicago,2020-08-05,378,306,4,3,20,24,2021-09-07,LHD,city
Chicago,2020-08-08,177,316,3,3,16,24,2021-09-07,LHD,city
Chicago,2020-08-11,385,314,4,3,22,21,2021-09-07,LHD,city
Chicago,2020-08-14,347,318,3,3,26,23,2021-09-07,LHD,city
Chicago,2020-08-17,493,341,3,3,26,24,2021-09-07,LHD,city
Chicago,2020-08-20,422,357,3,3,24,23,2021-09-07,LHD,city
Chicago,2020-08-23,130,366,1,3,26,23,2021-09-07,LHD,city
Chicago,2020-08-26,388,362,3,3,35,25,2021-09-07,LHD,city
Chicago,2020-08-29,234,355,4,3,26,27,2021-09-07,LHD,city
Chicago,2020-09-01,331,319,3,3,17,26,2021-09-07,LHD,city
Chicago,2020-09-04,396,317,2,3,23,23,2021-09-07,LHD,city
Chicago,2020-09-07,72,270,1,2,17,19,2021-09-07,LHD,city
Chicago,2020-09-10,328,273,2,2,19,19,2021-09-07,LHD,city
Chicago,2020-09-13,124,253,3,2,26,19,2021-09-07,LHD,city
Chicago,2020-09-16,366,297,4,3,32,21,2021-09-07,LHD,city
Chicago,2020-09-19,170,313,2,2,19,23,2021-09-07,LHD,city
Chicago,2020-09-22,351,310,2,3,28,24,2021-09-07,LHD,city
Chicago,2020-09-25,380,318,3,4,37,25,2021-09-07,LHD,city
Chicago,2020-09-28,420,336,2,3,28,27,2021-09-07,LHD,city
Chicago,2020-10-01,364,344,4,3,26,27,2021-09-07,LHD,city
Chicago,2020-10-04,152,346,5,4,22,26,2021-09-07,LHD,city
Chicago,2020-10-07,549,403,1,3,26,26,2021-09-07,LHD,city
Chicago,2020-10-10,442,505,5,3,32,27,2021-09-07,LHD,city
Chicago,2020-10-13,880,590,5,4,31,31,2021-09-07,LHD,city
Chicago,2020-10-16,954,717,3,4,40,34,2021-09-07,LHD,city
Chicago,2020-10-19,1166,807,3,3,51,40,2021-09-07,LHD,city
Chicago,2020-10-22,1307,957,4,4,67,52,2021-09-07,LHD,city
Chicago,2020-10-25,526,1040,10,5,44,58,2021-09-07,LHD,city
Chicago,2020-10-28,1739,1235,9,6,91,71,2021-09-07,LHD,city
Chicago,2020-10-31,1069,1466,10,7,82,79,2021-09-07,LHD,city
Chicago,2020-11-03,2145,1682,13,9,108,91,2021-09-07,LHD,city
Chicago,2020-11-06,2797,2032,10,10,124,101,2021-09-07,LHD,city
Chicago,2020-11-09,3232,2286,14,11,145,116,2021-09-07,LHD,city
Chicago,2020-11-12,2929,2497,18,13,114,125,2021-09-07,LHD,city
Chicago,2020-11-15,835,2419,13,15,124,125,2021-09-07,LHD,city
Chicago,2020-11-18,2327,2172,17,19,120,126,2021-09-07,LHD,city
Chicago,2020-11-21,1262,1988,18,20,99,126,2021-09-07,LHD,city
Chicago,2020-11-24,1927,1878,17,19,123,116,2021-09-07,LHD,city
Chicago,2020-11-27,1254,1386,23,19,136,114,2021-09-07,LHD,city
Chicago,2020-11-30,2390,1420,23,19,123,115,2021-09-07,LHD,city
Chicago,2020-12-03,2072,1747,30,26,117,117,2021-09-07,LHD,city
Chicago,2020-12-06,710,1782,27,28,91,108,2021-09-07,LHD,city
Chicago,2020-12-09,1758,1675,28,29,113,100,2021-09-07,LHD,city
Chicago,2020-12-12,915,1555,21,28,79,100,2021-09-07,LHD,city
Chicago,2020-12-15,1617,1391,22,23,87,98,2021-09-07,LHD,city
Chicago,2020-12-18,1301,1234,19,22,81,86,2021-09-07,LHD,city
Chicago,2020-12-21,1464,1221,26,24,92,83,2021-09-07,LHD,city
Chicago,2020-12-24,621,1054,21,23,49,79,2021-09-07,LHD,city
Chicago,2020-12-27,613,911,24,21,92,80,2021-09-07,LHD,city
Chicago,2020-12-30,1447,1025,23,21,63,71,2021-09-07,LHD,city
Chicago,2021-01-02,1116,1113,21,21,62,72,2021-09-07,LHD,city
Chicago,2021-01-05,1598,1132,16,19,85,72,2021-09-07,LHD,city
Chicago,2021-01-08,1207,1327,18,16,48,71,2021-09-07,LHD,city
Chicago,2021-01-11,1355,1182,16,16,83,69,2021-09-07,LHD,city
Chicago,2021-01-14,1053,1012,15,16,59,61,2021-09-07,LHD,city
Chicago,2021-01-17,392,949,15,15,52,61,2021-09-07,LHD,city
Chicago,2021-01-20,788,812,12,14,57,59,2021-09-07,LHD,city
Chicago,2021-01-23,583,731,9,13,54,58,2021-09-07,LHD,city
Chicago,2021-01-26,643,681,12,12,53,56,2021-09-07,LHD,city
Chicago,2021-01-29,588,611,16,13,42,51,2021-09-07,LHD,city
Chicago,2021-02-01,608,526,9,13,41,43,2021-09-07,LHD,city
Chicago,2021-02-04,537,505,9,11,51,42,2021-09-07,LHD,city
Chicago,2021-02-07,212,464,8,9,38,41,2021-09-07,LHD,city
Chicago,2021-02-10,366,369,11,10,48,42,2021-09-07,LHD,city
Chicago,2021-02-13,220,342,8,10,28,38,2021-09-07,LHD,city
Chicago,2021-02-16,213,285,5,9,34,31,2021-09-07,LHD,city
Chicago,2021-02-19,319,265,7,7,32,29,2021-09-07,LHD,city
Chicago,2021-02-22,390,285,8,7,28,29,2021-09-07,LHD,city
Chicago,2021-02-25,282,288,8,8,21,24,2021-09-07,LHD,city
Chicago,2021-02-28,149,287,3,7,18,22,2021-09-07,LHD,city
Chicago,2021-03-03,338,277,5,5,23,22,2021-09-07,LHD,city
Chicago,2021-03-06,215,274,2,5,31,25,2021-09-07,LHD,city
Chicago,2021-03-09,328,280,5,5,22,23,2021-09-07,LHD,city
Chicago,2021-03-12,347,295,9,5,16,21,2021-09-07,LHD,city
Chicago,2021-03-15,365,308,6,5,34,21,2021-09-07,LHD,city
Chicago,2021-03-18,416,354,3,5,33,25,2021-09-07,LHD,city
Chicago,2021-03-21,220,375,4,5,49,33,2021-09-07,LHD,city
Chicago,2021-03-24,675,445,6,4,30,35,2021-09-07,LHD,city
Chicago,2021-03-27,404,522,4,4,34,37,2021-09-07,LHD,city
Chicago,2021-03-30,723,591,3,5,41,37,2021-09-07,LHD,city
Chicago,2021-04-02,673,614,3,4,57,44,2021-09-07,LHD,city
Chicago,2021-04-05,934,645,6,4,49,46,2021-09-07,LHD,city
Chicago,2021-04-08,851,701,6,5,64,54,2021-09-07,LHD,city
Chicago,2021-04-11,359,735,5,5,52,57,2021-09-07,LHD,city
Chicago,2021-04-14,770,690,9,6,53,56,2021-09-07,LHD,city
Chicago,2021-04-17,434,625,6,6,60,56,2021-09-07,LHD,city
Chicago,2021-04-20,558,572,5,7,54,56,2021-09-07,LHD,city
Chicago,2021-04-23,528,530,7,6,51,59,2021-09-07,LHD,city
Chicago,2021-04-26,648,521,5,7,58,57,2021-09-07,LHD,city
Chicago,2021-04-29,529,504,7,7,48,51,2021-09-07,LHD,city
Chicago,2021-05-02,228,491,14,7,50,53,2021-09-07,LHD,city
Chicago,2021-05-05,479,449,6,7,48,53,2021-09-07,LHD,city
Chicago,2021-05-08,270,393,8,8,43,50,2021-09-07,LHD,city
Chicago,2021-05-11,308,340,9,8,34,44,2021-09-07,LHD,city
Chicago,2021-05-14,291,298,6,7,34,40,2021-09-07,LHD,city
Chicago,2021-05-17,347,276,6,7,48,39,2021-09-07,LHD,city
Chicago,2021-05-20,247,254,4,6,39,38,2021-09-07,LHD,city
Chicago,2021-05-23,93,232,6,6,27,36,2021-09-07,LHD,city
Chicago,2021-05-26,171,176,5,5,31,31,2021-09-07,LHD,city
Chicago,2021-05-29,89,137,7,5,23,25,2021-09-07,LHD,city
Chicago,2021-06-01,123,106,5,5,23,21,2021-09-07,LHD,city
Chicago,2021-06-04,77,83,6,6,16,18,2021-09-07,LHD,city
Chicago,2021-06-07,102,88,9,7,16,16,2021-09-07,LHD,city
Chicago,2021-06-10,40,67,2,5,16,14,2021-09-07,LHD,city
Chicago,2021-06-13,24,55,4,4,5,12,2021-09-07,LHD,city
Chicago,2021-06-16,36,43,1,3,4,9,2021-09-07,LHD,city
Chicago,2021-06-19,30,40,2,2,5,6,2021-09-07,LHD,city
Chicago,2021-06-22,33,34,3,2,3,5,2021-09-07,LHD,city
Chicago,2021-06-25,35,37,3,2,4,6,2021-09-07,LHD,city
Chicago,2021-06-28,50,35,2,1,11,6,2021-09-07,LHD,city
Chicago,2021-07-01,32,37,2,1,7,5,2021-09-07,LHD,city
Chicago,2021-07-04,18,44,1,1,4,6,2021-09-07,LHD,city
Chicago,2021-07-07,72,51,2,1,6,6,2021-09-07,LHD,city
Chicago,2021-07-10,49,62,0,1,7,6,2021-09-07,LHD,city
Chicago,2021-07-13,98,78,2,1,11,7,2021-09-07,LHD,city
Chicago,2021-07-16,155,106,1,1,10,8,2021-09-07,LHD,city
Chicago,2021-07-19,197,133,1,1,17,9,2021-09-07,LHD,city
Chicago,2021-07-22,221,168,1,1,13,11,2021-09-07,LHD,city
Chicago,2021-07-25,136,196,3,2,13,15,2021-09-07,LHD,city
Chicago,2021-07-28,343,248,3,2,28,19,2021-09-07,LHD,city
Chicago,2021-07-31,268,289,5,2,27,21,2021-09-07,LHD,city
Chicago,2021-08-03,417,336,1,3,14,21,2021-09-07,LHD,city
Chicago,2021-08-06,455,390,5,3,28,24,2021-09-07,LHD,city
Chicago,2021-08-09,490,409,4,3,29,27,2021-09-07,LHD,city
Chicago,2021-08-12,576,457,2,3,29,29,2021-09-07,LHD,city
Chicago,2021-08-15,288,493,4,4,30,33,2021-09-07,LHD,city
Chicago,2021-08-18,550,499,3,3,26,33,2021-09-07,LHD,city
Chicago,2021-08-21,371,487,1,3,48,33,2021-09-07,LHD,city
Chicago,2021-08-24,551,501,3,3,34,37,2021-09-07,LHD,city
Chicago,2021-08-27,550,512,3,3,36,41,2021-09-07,LHD,city
Chicago,2021-08-30,593,506,3,3,38,34,2021-09-07,LHD,city
Chicago,2021-09-02,478,473,5,4,34,33,2021-09-07,LHD,city
Chicago,2021-09-05,261,449,4,4,,,2021-09-07,LHD,city
Cleveland,2020-03-05,5,3,,,,,2021-09-08,LHD,county
Cleveland,2020-03-08,8,4,,,,,2021-09-08,LHD,county
Cleveland,2020-03-11,17,9,,,,,2021-09-08,LHD,county
Cleveland,2020-03-14,35,18,1,0,1,1,2021-09-08,LHD,county
Cleveland,2020-03-17,62,34,,,3,2,2021-09-08,LHD,county
Cleveland,2020-03-20,50,47,1,0,9,4,2021-09-08,LHD,county
Cleveland,2020-03-23,80,54,1,0,14,7,2021-09-08,LHD,county
Cleveland,2020-03-26,63,54,,,14,11,2021-09-08,LHD,county
Cleveland,2020-03-29,31,56,2,1,15,17,2021-09-08,LHD,county
Cleveland,2020-04-01,51,53,3,2,22,19,2021-09-08,LHD,county
Cleveland,2020-04-04,32,45,3,2,24,17,2021-09-08,LHD,county
Cleveland,2020-04-07,39,45,2,2,10,16,2021-09-08,LHD,county
Cleveland,2020-04-10,63,43,3,2,12,15,2021-09-08,LHD,county
Cleveland,2020-04-13,37,45,6,3,8,12,2021-09-08,LHD,county
Cleveland,2020-04-16,62,47,3,5,11,12,2021-09-08,LHD,county
Cleveland,2020-04-19,25,42,5,5,10,12,2021-09-08,LHD,county
Cleveland,2020-04-22,57,51,6,4,7,11,2021-09-08,LHD,county
Cleveland,2020-04-25,44,52,5,5,11,12,2021-09-08,LHD,county
Cleveland,2020-04-28,70,60,3,5,14,12,2021-09-08,LHD,county
